team,player1,player2,p1_pos,p2_pos,co_games,joi90,jdi90,offensive,defensive
Cameroon,Bryan Mbeumo,Jean Pierre Nsamé,Right Midfield,Substitute,3,0.0,-2.866524,0.0,3.7232
Cameroon,Bryan Mbeumo,Jerome Ngom Mbekeli,Right Midfield,Right Midfield,3,0.0,-2.953685,0.0,3.4521
Cameroon,Bryan Mbeumo,Jules Olivier Ntcham,Right Midfield,Right Defensive Midfield,3,0.0,-3.225218,0.0,2.6074
Cameroon,Bryan Mbeumo,Nicolas Moumi Ngamaleu,Right Midfield,Left Midfield,3,0.0,-2.942424,0.0,3.4871
Cameroon,Bryan Mbeumo,Olivier Mbaissidara Mbaizo,Right Midfield,Substitute,3,0.0,-2.866524,0.0,3.7232
Cameroon,Bryan Mbeumo,Samuel Yves Oum Gwet,Right Midfield,Substitute,3,0.131328,-3.197127,4.7856,2.6948
Cameroon,Bryan Mbeumo,Simon Brady Ngapandouetnbu,Right Midfield,Substitute,3,0.0,-2.866524,0.0,3.7232
Cameroon,Bryan Mbeumo,Souaibou Marou,Right Midfield,Substitute,3,0.0,-2.866524,0.0,3.7232
Cameroon,Christian Mougang Bassogog,Christopher Wooh,Substitute,Right Center Back,3,0.0,-2.920114,0.0,3.5565
Cameroon,Christian Mougang Bassogog,Devis Rogers Epassy Mboka,Substitute,Goalkeeper,3,0.0,-2.756843,0.0,4.0644
Cameroon,Christian Mougang Bassogog,Enzo Ebosse,Substitute,Left Center Back,3,0.0,-2.807344,0.0,3.9073
Cameroon,Christian Mougang Bassogog,Jean Pierre Nsamé,Substitute,Substitute,3,0.0,-2.702554,0.0,4.2333
Cameroon,Christian Mougang Bassogog,Jerome Ngom Mbekeli,Substitute,Right Midfield,3,0.0,-2.789716,0.0,3.9621
Cameroon,Christian Mougang Bassogog,Jules Olivier Ntcham,Substitute,Right Defensive Midfield,3,0.0,-3.061248,0.0,3.1175
Cameroon,Christian Mougang Bassogog,Karl Brillant Toko Ekambi,Substitute,Right Midfield,3,0.0,-2.96371,0.0,3.4209
Cameroon,Christian Mougang Bassogog,Martin Hongla Yma II,Substitute,Left Center Midfield,2,0.0,-2.323034,0.0,5.4139
Cameroon,Christian Mougang Bassogog,Nicolas Alexis Julio N'Koulou Ndoubena,Substitute,Left Center Back,2,0.0,-2.681293,0.0,4.2994
Cameroon,Christian Mougang Bassogog,Nicolas Moumi Ngamaleu,Substitute,Left Midfield,3,0.0,-2.778454,0.0,3.9972
Cameroon,Christian Mougang Bassogog,Nouhou Tolo,Substitute,Left Back,3,0.0,-2.952931,0.0,3.4544
Cameroon,Christian Mougang Bassogog,Olivier Mbaissidara Mbaizo,Substitute,Substitute,3,0.0,-2.702554,0.0,4.2333
Cameroon,Christian Mougang Bassogog,Pierre Kunde Malong,Substitute,Right Defensive Midfield,3,0.0,-3.128164,0.0,2.9093
Cameroon,Christian Mougang Bassogog,Simon Brady Ngapandouetnbu,Substitute,Substitute,3,0.0,-2.702554,0.0,4.2333
Cameroon,Christian Mougang Bassogog,Souaibou Marou,Substitute,Substitute,3,0.0,-2.702554,0.0,4.2333
Cameroon,Christopher Wooh,Devis Rogers Epassy Mboka,Right Center Back,Goalkeeper,3,0.116287,-2.952971,4.2375,3.4543
Cameroon,Christopher Wooh,Enzo Ebosse,Right Center Back,Left Center Back,3,0.144485,-3.003472,5.265,3.2972
Cameroon,Christopher Wooh,Gaël Ondoua,Right Center Back,Substitute,3,0.0,-3.126929,0.0,2.9131
Cameroon,Christopher Wooh,Georges-Kévin Nkoudou Mbida,Right Center Back,Substitute,3,0.0,-3.072677,0.0,3.0819
Cameroon,Christopher Wooh,Jean Pierre Nsamé,Right Center Back,Substitute,3,0.0,-2.898682,0.0,3.6232
Cameroon,Christopher Wooh,Jean-Charles Castelletto,Right Center Back,Right Center Back,2,0.0,-2.621801,0.0,4.4845
Cameroon,Christopher Wooh,Jean-Eric Maxim Choupo-Moting,Right Center Back,Left Center Forward,3,0.023497,-3.040278,0.8562,3.1827
Cameroon,Christopher Wooh,Jerome Ngom Mbekeli,Right Center Back,Right Midfield,3,0.0,-2.985843,0.0,3.352
Cameroon,Christopher Wooh,Jules Olivier Ntcham,Right Center Back,Right Defensive Midfield,3,0.015999,-3.257376,0.583,2.5073
Cameroon,Christopher Wooh,Karl Brillant Toko Ekambi,Right Center Back,Right Midfield,3,0.0,-3.159838,0.0,2.8108
Cameroon,Christopher Wooh,Martin Hongla Yma II,Right Center Back,Left Center Midfield,2,0.0,-2.290887,0.0,5.5139
Cameroon,Christopher Wooh,Ngoran Suiru Fai Collins,Right Center Back,Right Back,3,0.047633,-3.264662,1.7358,2.4847
Cameroon,Christopher Wooh,Nicolas Alexis Julio N'Koulou Ndoubena,Right Center Back,Left Center Back,2,0.0,-2.649146,0.0,4.3994
Cameroon,Christopher Wooh,Nicolas Moumi Ngamaleu,Right Center Back,Left Midfield,3,0.02526,-2.974582,0.9205,3.3871
Cameroon,Christopher Wooh,Nouhou Tolo,Right Center Back,Left Back,3,-0.013333,-3.149059,0.0,2.8443
Cameroon,Christopher Wooh,Olivier Mbaissidara Mbaizo,Right Center Back,Substitute,3,0.0,-2.898682,0.0,3.6232
Cameroon,Christopher Wooh,Pierre Kunde Malong,Right Center Back,Right Defensive Midfield,3,0.066891,-3.324292,2.4375,2.2992
Cameroon,Christopher Wooh,Samuel Yves Oum Gwet,Right Center Back,Substitute,3,0.0,-3.229285,0.0,2.5947
Cameroon,Christopher Wooh,Simon Brady Ngapandouetnbu,Right Center Back,Substitute,3,0.0,-2.898682,0.0,3.6232
Cameroon,Christopher Wooh,Souaibou Marou,Right Center Back,Substitute,3,0.0,-2.898682,0.0,3.6232
Cameroon,Christopher Wooh,Vincent Paté Aboubakar,Right Center Back,Right Center Forward,3,0.151136,-2.976899,5.5074,3.3799
Cameroon,Devis Rogers Epassy Mboka,Enzo Ebosse,Goalkeeper,Left Center Back,3,0.100254,-2.840202,3.6533,3.8051
Cameroon,Devis Rogers Epassy Mboka,Georges-Kévin Nkoudou Mbida,Goalkeeper,Substitute,3,0.0,-2.909406,0.0,3.5898
Cameroon,Devis Rogers Epassy Mboka,Jean Pierre Nsamé,Goalkeeper,Substitute,3,0.0,-2.735412,0.0,4.1311
Cameroon,Devis Rogers Epassy Mboka,Jerome Ngom Mbekeli,Goalkeeper,Right Midfield,3,0.0,-2.822573,0.0,3.8599
Cameroon,Devis Rogers Epassy Mboka,Jules Olivier Ntcham,Goalkeeper,Right Defensive Midfield,3,0.012588,-3.094106,0.4587,3.0153
Cameroon,Devis Rogers Epassy Mboka,Nicolas Moumi Ngamaleu,Goalkeeper,Left Midfield,3,0.024067,-2.811312,0.877,3.895
Cameroon,Devis Rogers Epassy Mboka,Olivier Mbaissidara Mbaizo,Goalkeeper,Substitute,3,0.0,-2.735412,0.0,4.1311
Cameroon,Devis Rogers Epassy Mboka,Samuel Yves Oum Gwet,Goalkeeper,Substitute,3,0.0,-3.066014,0.0,3.1026
Cameroon,Devis Rogers Epassy Mboka,Simon Brady Ngapandouetnbu,Goalkeeper,Substitute,3,0.0,-2.735412,0.0,4.1311
Cameroon,Devis Rogers Epassy Mboka,Souaibou Marou,Goalkeeper,Substitute,3,0.0,-2.735412,0.0,4.1311
Cameroon,Enzo Ebosse,Gaël Ondoua,Left Center Back,Substitute,3,0.0,-3.01416,0.0,3.2639
Cameroon,Enzo Ebosse,Georges-Kévin Nkoudou Mbida,Left Center Back,Substitute,3,0.0,-2.959908,0.0,3.4327
Cameroon,Enzo Ebosse,Jean Pierre Nsamé,Left Center Back,Substitute,3,0.0,-2.785913,0.0,3.974
Cameroon,Enzo Ebosse,Jean-Charles Castelletto,Left Center Back,Right Center Back,2,0.0,-2.621801,0.0,4.4845
Cameroon,Enzo Ebosse,Jean-Eric Maxim Choupo-Moting,Left Center Back,Left Center Forward,3,0.015443,-2.927509,0.5628,3.5335
Cameroon,Enzo Ebosse,Jerome Ngom Mbekeli,Left Center Back,Right Midfield,3,0.010836,-2.873074,0.3949,3.7028
Cameroon,Enzo Ebosse,Jules Olivier Ntcham,Left Center Back,Right Defensive Midfield,3,0.0,-3.144607,0.0,2.8582
Cameroon,Enzo Ebosse,Karl Brillant Toko Ekambi,Left Center Back,Right Midfield,3,0.0,-3.047069,0.0,3.1616
Cameroon,Enzo Ebosse,Martin Hongla Yma II,Left Center Back,Left Center Midfield,2,0.0,-2.290887,0.0,5.5139
Cameroon,Enzo Ebosse,Ngoran Suiru Fai Collins,Left Center Back,Right Back,3,0.0,-3.151893,0.0,2.8355
Cameroon,Enzo Ebosse,Nicolas Alexis Julio N'Koulou Ndoubena,Left Center Back,Left Center Back,2,0.0,-2.649146,0.0,4.3994
Cameroon,Enzo Ebosse,Nicolas Moumi Ngamaleu,Left Center Back,Left Midfield,3,0.082303,-2.861813,2.9991,3.7379
Cameroon,Enzo Ebosse,Nouhou Tolo,Left Center Back,Left Back,3,0.013747,-3.03629,0.5009,3.1951
Cameroon,Enzo Ebosse,Olivier Mbaissidara Mbaizo,Left Center Back,Substitute,3,0.0,-2.785913,0.0,3.974
Cameroon,Enzo Ebosse,Pierre Kunde Malong,Left Center Back,Right Defensive Midfield,3,0.13504,-3.211522,4.9209,2.65
Cameroon,Enzo Ebosse,Samuel Yves Oum Gwet,Left Center Back,Substitute,3,0.0,-3.116516,0.0,2.9455
Cameroon,Enzo Ebosse,Simon Brady Ngapandouetnbu,Left Center Back,Substitute,3,0.0,-2.785913,0.0,3.974
Cameroon,Enzo Ebosse,Souaibou Marou,Left Center Back,Substitute,3,0.0,-2.785913,0.0,3.974
Cameroon,Enzo Ebosse,Vincent Paté Aboubakar,Left Center Back,Right Center Forward,3,-0.001522,-2.864129,0.0,3.7307
Cameroon,Gaël Ondoua,Jean Pierre Nsamé,Substitute,Substitute,3,0.0,-2.90937,0.0,3.5899
Cameroon,Gaël Ondoua,Jean-Charles Castelletto,Substitute,Right Center Back,2,0.043054,-2.964171,1.5689,3.4195
Cameroon,Gaël Ondoua,Jean-Eric Maxim Choupo-Moting,Substitute,Left Center Forward,3,0.0,-3.050965,0.0,3.1495
Cameroon,Gaël Ondoua,Jerome Ngom Mbekeli,Substitute,Right Midfield,3,0.0,-2.996531,0.0,3.3188
Cameroon,Gaël Ondoua,Jules Olivier Ntcham,Substitute,Right Defensive Midfield,3,0.0,-3.268064,0.0,2.4741
Cameroon,Gaël Ondoua,Karl Brillant Toko Ekambi,Substitute,Right Midfield,3,0.0,-3.170525,0.0,2.7775
Cameroon,Gaël Ondoua,Martin Hongla Yma II,Substitute,Left Center Midfield,2,0.0,-2.633257,0.0,4.4489
Cameroon,Gaël Ondoua,Nicolas Moumi Ngamaleu,Substitute,Left Midfield,3,0.005158,-2.98527,0.1879,3.3538
Cameroon,Gaël Ondoua,Olivier Mbaissidara Mbaizo,Substitute,Substitute,3,0.0,-2.90937,0.0,3.5899
Cameroon,Gaël Ondoua,Pierre Kunde Malong,Substitute,Right Defensive Midfield,3,0.0,-3.334979,0.0,2.2659
Cameroon,Gaël Ondoua,Simon Brady Ngapandouetnbu,Substitute,Substitute,3,0.0,-2.90937,0.0,3.5899
Cameroon,Gaël Ondoua,Souaibou Marou,Substitute,Substitute,3,0.0,-2.90937,0.0,3.5899
Cameroon,Georges-Kévin Nkoudou Mbida,Jean Pierre Nsamé,Substitute,Substitute,3,0.0,-2.855118,0.0,3.7587
Cameroon,Georges-Kévin Nkoudou Mbida,Jean-Charles Castelletto,Substitute,Right Center Back,2,0.0095,-2.882793,0.3462,3.6726
Cameroon,Georges-Kévin Nkoudou Mbida,Jerome Ngom Mbekeli,Substitute,Right Midfield,3,0.0,-2.942279,0.0,3.4876
Cameroon,Georges-Kévin Nkoudou Mbida,Jules Olivier Ntcham,Substitute,Right Defensive Midfield,3,0.0,-3.213811,0.0,2.6429
Cameroon,Georges-Kévin Nkoudou Mbida,Karl Brillant Toko Ekambi,Substitute,Right Midfield,3,0.0,-3.116273,0.0,2.9463
Cameroon,Georges-Kévin Nkoudou Mbida,Martin Hongla Yma II,Substitute,Left Center Midfield,2,0.0,-2.551879,0.0,4.702
Cameroon,Georges-Kévin Nkoudou Mbida,Ngoran Suiru Fai Collins,Substitute,Right Back,3,0.005105,-3.221097,0.186,2.6202
Cameroon,Georges-Kévin Nkoudou Mbida,Nicolas Alexis Julio N'Koulou Ndoubena,Substitute,Left Center Back,2,0.039979,-2.910137,1.4568,3.5875
Cameroon,Georges-Kévin Nkoudou Mbida,Nicolas Moumi Ngamaleu,Substitute,Left Midfield,3,0.0,-2.931017,0.0,3.5226
Cameroon,Georges-Kévin Nkoudou Mbida,Olivier Mbaissidara Mbaizo,Substitute,Substitute,3,0.0,-2.855118,0.0,3.7587
Cameroon,Georges-Kévin Nkoudou Mbida,Pierre Kunde Malong,Substitute,Right Defensive Midfield,3,0.0,-3.280727,0.0,2.4347
Cameroon,Georges-Kévin Nkoudou Mbida,Simon Brady Ngapandouetnbu,Substitute,Substitute,3,0.0,-2.855118,0.0,3.7587
Cameroon,Georges-Kévin Nkoudou Mbida,Souaibou Marou,Substitute,Substitute,3,0.0,-2.855118,0.0,3.7587
Cameroon,Jean Pierre Nsamé,Jean-Charles Castelletto,Substitute,Right Center Back,2,0.0,-2.621801,0.0,4.4845
Cameroon,Jean Pierre Nsamé,Jean-Eric Maxim Choupo-Moting,Substitute,Left Center Forward,3,0.0,-2.822719,0.0,3.8595
Cameroon,Jean Pierre Nsamé,Jerome Ngom Mbekeli,Substitute,Right Midfield,3,0.0,-2.768284,0.0,4.0288
Cameroon,Jean Pierre Nsamé,Jules Olivier Ntcham,Substitute,Right Defensive Midfield,3,0.0,-3.039817,0.0,3.1841
Cameroon,Jean Pierre Nsamé,Karl Brillant Toko Ekambi,Substitute,Right Midfield,3,0.0,-2.942279,0.0,3.4876
Cameroon,Jean Pierre Nsamé,Martin Hongla Yma II,Substitute,Left Center Midfield,2,0.0,-2.290887,0.0,5.5139
Cameroon,Jean Pierre Nsamé,Ngoran Suiru Fai Collins,Substitute,Right Back,3,0.0,-3.047103,0.0,3.1615
Cameroon,Jean Pierre Nsamé,Nicolas Alexis Julio N'Koulou Ndoubena,Substitute,Left Center Back,2,0.0,-2.649146,0.0,4.3994
Cameroon,Jean Pierre Nsamé,Nicolas Moumi Ngamaleu,Substitute,Left Midfield,3,0.0,-2.757023,0.0,4.0638
Cameroon,Jean Pierre Nsamé,Nouhou Tolo,Substitute,Left Back,3,0.0,-2.9315,0.0,3.5211
Cameroon,Jean Pierre Nsamé,Olivier Mbaissidara Mbaizo,Substitute,Substitute,3,0.0,-2.681123,0.0,4.3
Cameroon,Jean Pierre Nsamé,Pierre Kunde Malong,Substitute,Right Defensive Midfield,3,0.0,-3.106732,0.0,2.976
Cameroon,Jean Pierre Nsamé,Samuel Yves Oum Gwet,Substitute,Substitute,3,0.0,-3.011726,0.0,3.2715
Cameroon,Jean Pierre Nsamé,Simon Brady Ngapandouetnbu,Substitute,Substitute,3,0.0,-2.681123,0.0,4.3
Cameroon,Jean Pierre Nsamé,Souaibou Marou,Substitute,Substitute,3,0.0,-2.681123,0.0,4.3
Cameroon,Jean Pierre Nsamé,Vincent Paté Aboubakar,Substitute,Right Center Forward,3,0.0,-2.759339,0.0,4.0566
Cameroon,Jean-Charles Castelletto,Jerome Ngom Mbekeli,Right Center Back,Right Midfield,2,0.0,-2.621801,0.0,4.4845
Cameroon,Jean-Charles Castelletto,Jules Olivier Ntcham,Right Center Back,Right Defensive Midfield,2,0.0,-2.621801,0.0,4.4845
Cameroon,Jean-Charles Castelletto,Nicolas Moumi Ngamaleu,Right Center Back,Left Midfield,2,0.006054,-2.71273,0.2206,4.2016
Cameroon,Jean-Charles Castelletto,Olivier Mbaissidara Mbaizo,Right Center Back,Substitute,2,0.0,-2.621801,0.0,4.4845
Cameroon,Jean-Charles Castelletto,Samuel Yves Oum Gwet,Right Center Back,Substitute,2,0.169996,-3.117705,6.1947,2.9418
Cameroon,Jean-Charles Castelletto,Simon Brady Ngapandouetnbu,Right Center Back,Substitute,2,0.0,-2.621801,0.0,4.4845
Cameroon,Jean-Charles Castelletto,Souaibou Marou,Right Center Back,Substitute,2,0.0,-2.621801,0.0,4.4845
Cameroon,Jean-Eric Maxim Choupo-Moting,Jerome Ngom Mbekeli,Left Center Forward,Right Midfield,3,0.008611,-2.90988,0.3138,3.5883
Cameroon,Jean-Eric Maxim Choupo-Moting,Jules Olivier Ntcham,Left Center Forward,Right Defensive Midfield,3,0.043289,-3.181413,1.5775,2.7437
Cameroon,Jean-Eric Maxim Choupo-Moting,Nicolas Moumi Ngamaleu,Left Center Forward,Left Midfield,3,0.090321,-2.898619,3.2913,3.6234
Cameroon,Jean-Eric Maxim Choupo-Moting,Olivier Mbaissidara Mbaizo,Left Center Forward,Substitute,3,0.0,-2.822719,0.0,3.8595
Cameroon,Jean-Eric Maxim Choupo-Moting,Simon Brady Ngapandouetnbu,Left Center Forward,Substitute,3,0.0,-2.822719,0.0,3.8595
Cameroon,Jean-Eric Maxim Choupo-Moting,Souaibou Marou,Left Center Forward,Substitute,3,0.0,-2.822719,0.0,3.8595
Cameroon,Jerome Ngom Mbekeli,Jules Olivier Ntcham,Right Midfield,Right Defensive Midfield,3,0.092211,-3.126978,3.3602,2.913
Cameroon,Jerome Ngom Mbekeli,Karl Brillant Toko Ekambi,Right Midfield,Right Midfield,3,0.0,-3.02944,0.0,3.2164
Cameroon,Jerome Ngom Mbekeli,Martin Hongla Yma II,Right Midfield,Left Center Midfield,2,0.0,-2.290887,0.0,5.5139
Cameroon,Jerome Ngom Mbekeli,Ngoran Suiru Fai Collins,Right Midfield,Right Back,3,-0.00352,-3.134264,0.0,2.8903
Cameroon,Jerome Ngom Mbekeli,Nicolas Alexis Julio N'Koulou Ndoubena,Right Midfield,Left Center Back,2,0.0,-2.649146,0.0,4.3994
Cameroon,Jerome Ngom Mbekeli,Nicolas Moumi Ngamaleu,Right Midfield,Left Midfield,3,0.0,-2.844184,0.0,3.7927
Cameroon,Jerome Ngom Mbekeli,Nouhou Tolo,Right Midfield,Left Back,3,0.0,-3.018661,0.0,3.2499
Cameroon,Jerome Ngom Mbekeli,Olivier Mbaissidara Mbaizo,Right Midfield,Substitute,3,0.0,-2.768284,0.0,4.0288
Cameroon,Jerome Ngom Mbekeli,Pierre Kunde Malong,Right Midfield,Right Defensive Midfield,3,0.0,-3.193893,0.0,2.7048
Cameroon,Jerome Ngom Mbekeli,Samuel Yves Oum Gwet,Right Midfield,Substitute,3,0.0,-3.098887,0.0,3.0004
Cameroon,Jerome Ngom Mbekeli,Simon Brady Ngapandouetnbu,Right Midfield,Substitute,3,0.0,-2.768284,0.0,4.0288
Cameroon,Jerome Ngom Mbekeli,Souaibou Marou,Right Midfield,Substitute,3,0.0,-2.768284,0.0,4.0288
Cameroon,Jerome Ngom Mbekeli,Vincent Paté Aboubakar,Right Midfield,Right Center Forward,3,0.0,-2.8465,0.0,3.7855
Cameroon,Jules Olivier Ntcham,Karl Brillant Toko Ekambi,Right Defensive Midfield,Right Midfield,3,0.093095,-3.300973,3.3924,2.3717
Cameroon,Jules Olivier Ntcham,Martin Hongla Yma II,Right Defensive Midfield,Left Center Midfield,2,0.0,-2.290887,0.0,5.5139
Cameroon,Jules Olivier Ntcham,Ngoran Suiru Fai Collins,Right Defensive Midfield,Right Back,3,-0.00355,-3.405797,0.0,2.0456
Cameroon,Jules Olivier Ntcham,Nicolas Alexis Julio N'Koulou Ndoubena,Right Defensive Midfield,Left Center Back,2,0.0,-2.649146,0.0,4.3994
Cameroon,Jules Olivier Ntcham,Nicolas Moumi Ngamaleu,Right Defensive Midfield,Left Midfield,3,0.019458,-3.115717,0.7091,2.948
Cameroon,Jules Olivier Ntcham,Nouhou Tolo,Right Defensive Midfield,Left Back,3,-0.001621,-3.290193,0.0,2.4053
Cameroon,Jules Olivier Ntcham,Olivier Mbaissidara Mbaizo,Right Defensive Midfield,Substitute,3,0.0,-3.039817,0.0,3.1841
Cameroon,Jules Olivier Ntcham,Pierre Kunde Malong,Right Defensive Midfield,Right Defensive Midfield,3,0.0,-3.465426,0.0,1.8601
Cameroon,Jules Olivier Ntcham,Samuel Yves Oum Gwet,Right Defensive Midfield,Substitute,3,0.0,-3.37042,0.0,2.1557
Cameroon,Jules Olivier Ntcham,Simon Brady Ngapandouetnbu,Right Defensive Midfield,Substitute,3,0.0,-3.039817,0.0,3.1841
Cameroon,Jules Olivier Ntcham,Souaibou Marou,Right Defensive Midfield,Substitute,3,0.0,-3.039817,0.0,3.1841
Cameroon,Jules Olivier Ntcham,Vincent Paté Aboubakar,Right Defensive Midfield,Right Center Forward,3,0.076648,-3.118033,2.7931,2.9408
Cameroon,Karl Brillant Toko Ekambi,Martin Hongla Yma II,Right Midfield,Left Center Midfield,2,0.102098,-2.551879,3.7205,4.702
Cameroon,Karl Brillant Toko Ekambi,Ngoran Suiru Fai Collins,Right Midfield,Right Back,3,-0.013333,-3.308258,0.0,2.3491
Cameroon,Karl Brillant Toko Ekambi,Nicolas Moumi Ngamaleu,Right Midfield,Left Midfield,3,0.023068,-3.018179,0.8406,3.2514
Cameroon,Karl Brillant Toko Ekambi,Olivier Mbaissidara Mbaizo,Right Midfield,Substitute,3,0.0,-2.942279,0.0,3.4876
Cameroon,Karl Brillant Toko Ekambi,Samuel Yves Oum Gwet,Right Midfield,Substitute,3,0.07522,-3.272881,2.741,2.4591
Cameroon,Karl Brillant Toko Ekambi,Simon Brady Ngapandouetnbu,Right Midfield,Substitute,3,0.0,-2.942279,0.0,3.4876
Cameroon,Karl Brillant Toko Ekambi,Souaibou Marou,Right Midfield,Substitute,3,0.0,-2.942279,0.0,3.4876
Cameroon,Martin Hongla Yma II,Nicolas Moumi Ngamaleu,Left Center Midfield,Left Midfield,2,0.0,-2.381816,0.0,5.231
Cameroon,Martin Hongla Yma II,Olivier Mbaissidara Mbaizo,Left Center Midfield,Substitute,2,0.0,-2.290887,0.0,5.5139
Cameroon,Martin Hongla Yma II,Samuel Yves Oum Gwet,Left Center Midfield,Substitute,2,0.100999,-2.786791,3.6804,3.9712
Cameroon,Martin Hongla Yma II,Simon Brady Ngapandouetnbu,Left Center Midfield,Substitute,2,0.0,-2.290887,0.0,5.5139
Cameroon,Martin Hongla Yma II,Souaibou Marou,Left Center Midfield,Substitute,2,0.0,-2.290887,0.0,5.5139
Cameroon,Martin Hongla Yma II,Vincent Paté Aboubakar,Left Center Midfield,Right Center Forward,2,0.0,-2.466743,0.0,4.9668
Cameroon,Ngoran Suiru Fai Collins,Nicolas Moumi Ngamaleu,Right Back,Left Midfield,3,0.021135,-3.123003,0.7701,2.9254
Cameroon,Ngoran Suiru Fai Collins,Olivier Mbaissidara Mbaizo,Right Back,Substitute,3,0.0,-3.047103,0.0,3.1615
Cameroon,Ngoran Suiru Fai Collins,Simon Brady Ngapandouetnbu,Right Back,Substitute,3,0.0,-3.047103,0.0,3.1615
Cameroon,Ngoran Suiru Fai Collins,Souaibou Marou,Right Back,Substitute,3,0.0,-3.047103,0.0,3.1615
Cameroon,Nicolas Alexis Julio N'Koulou Ndoubena,Nicolas Moumi Ngamaleu,Left Center Back,Left Midfield,2,0.0,-2.740074,0.0,4.1166
Cameroon,Nicolas Alexis Julio N'Koulou Ndoubena,Olivier Mbaissidara Mbaizo,Left Center Back,Substitute,2,0.0,-2.649146,0.0,4.3994
Cameroon,Nicolas Alexis Julio N'Koulou Ndoubena,Simon Brady Ngapandouetnbu,Left Center Back,Substitute,2,0.0,-2.649146,0.0,4.3994
Cameroon,Nicolas Alexis Julio N'Koulou Ndoubena,Souaibou Marou,Left Center Back,Substitute,2,0.0,-2.649146,0.0,4.3994
Cameroon,Nicolas Alexis Julio N'Koulou Ndoubena,Vincent Paté Aboubakar,Left Center Back,Right Center Forward,2,0.0,-2.825001,0.0,3.8524
Cameroon,Nicolas Moumi Ngamaleu,Nouhou Tolo,Left Midfield,Left Back,3,0.187256,-3.007399,6.8236,3.285
Cameroon,Nicolas Moumi Ngamaleu,Olivier Mbaissidara Mbaizo,Left Midfield,Substitute,3,0.0,-2.757023,0.0,4.0638
Cameroon,Nicolas Moumi Ngamaleu,Pierre Kunde Malong,Left Midfield,Right Defensive Midfield,3,0.01084,-3.182632,0.395,2.7399
Cameroon,Nicolas Moumi Ngamaleu,Samuel Yves Oum Gwet,Left Midfield,Substitute,3,0.0,-3.087626,0.0,3.0354
Cameroon,Nicolas Moumi Ngamaleu,Simon Brady Ngapandouetnbu,Left Midfield,Substitute,3,0.0,-2.757023,0.0,4.0638
Cameroon,Nicolas Moumi Ngamaleu,Souaibou Marou,Left Midfield,Substitute,3,0.0,-2.757023,0.0,4.0638
Cameroon,Nicolas Moumi Ngamaleu,Vincent Paté Aboubakar,Left Midfield,Right Center Forward,3,0.038232,-2.835239,1.3932,3.8205
Cameroon,Nouhou Tolo,Olivier Mbaissidara Mbaizo,Left Back,Substitute,3,0.0,-2.9315,0.0,3.5211
Cameroon,Nouhou Tolo,Samuel Yves Oum Gwet,Left Back,Substitute,3,0.030906,-3.262102,1.1262,2.4926
Cameroon,Nouhou Tolo,Simon Brady Ngapandouetnbu,Left Back,Substitute,3,0.0,-2.9315,0.0,3.5211
Cameroon,Nouhou Tolo,Souaibou Marou,Left Back,Substitute,3,0.0,-2.9315,0.0,3.5211
Cameroon,Olivier Mbaissidara Mbaizo,Pierre Kunde Malong,Substitute,Right Defensive Midfield,3,0.0,-3.106732,0.0,2.976
Cameroon,Olivier Mbaissidara Mbaizo,Samuel Yves Oum Gwet,Substitute,Substitute,3,0.0,-3.011726,0.0,3.2715
Cameroon,Olivier Mbaissidara Mbaizo,Simon Brady Ngapandouetnbu,Substitute,Substitute,3,0.0,-2.681123,0.0,4.3
Cameroon,Olivier Mbaissidara Mbaizo,Souaibou Marou,Substitute,Substitute,3,0.0,-2.681123,0.0,4.3
Cameroon,Olivier Mbaissidara Mbaizo,Vincent Paté Aboubakar,Substitute,Right Center Forward,3,0.0,-2.759339,0.0,4.0566
Cameroon,Pierre Kunde Malong,Samuel Yves Oum Gwet,Right Defensive Midfield,Substitute,3,0.0,-3.437335,0.0,1.9475
Cameroon,Pierre Kunde Malong,Simon Brady Ngapandouetnbu,Right Defensive Midfield,Substitute,3,0.0,-3.106732,0.0,2.976
Cameroon,Pierre Kunde Malong,Souaibou Marou,Right Defensive Midfield,Substitute,3,0.0,-3.106732,0.0,2.976
Cameroon,Pierre Kunde Malong,Vincent Paté Aboubakar,Right Defensive Midfield,Right Center Forward,3,0.09115,-3.184948,3.3215,2.7327
Cameroon,Samuel Yves Oum Gwet,Simon Brady Ngapandouetnbu,Substitute,Substitute,3,0.0,-3.011726,0.0,3.2715
Cameroon,Samuel Yves Oum Gwet,Souaibou Marou,Substitute,Substitute,3,0.0,-3.011726,0.0,3.2715
